Fuori,Id,Nome,Squadra,R,RM,Qt.I,Qt.A,Qt.I M,Qt.A M,FVM,FVM M,Trasferimento
0,7463,Desplanches,FRO,P,POR,2,2,2,2,3,3,Palermo -> Frosinone (Prestito)
0,6977,Otoa,GEN,D,DC,2,2,2,2,5,5,
0,7413,Puczka,GEN,D,DS;E,2,2,2,2,3,3,Juventus -> Genoa (Definitivo)
0,791,Sabelli,GEN,D,DD;DS;E,2,2,2,2,5,5,
0,6980,Venturino,GEN,C,W,2,2,2,2,4,4,Roma -> Genoa (Fine Prestito)
0,2814,Provedel,INT,P,POR,2,2,2,2,5,5,Lazio -> Inter (Definitivo)
0,2263,Lazzari,LAZ,D,DD;E,2,2,2,2,5,5,
0,2728,Pellegrini Lu.,LAZ,D,DS;E,2,2,2,2,7,7,
0,6883,Jean,LEC,D,DC,2,2,2,2,4,4,
0,7182,Ndaba,LEC,D,DS;E,1,2,1,2,5,5,
0,7525,Diawara S.,MIL,D,DS;DC,2,2,2,2,4,4,Troyes -> Milan (Definitivo)
0,7476,Bakoune,MON,D,DD;E,1,2,1,2,4,4,
0,5880,Ciurria,MON,C,E;W,2,2,2,2,6,6,
1,383,Petagna,MON,A,PC,2,2,2,2,5,5,Monza -> Pisa (Definitivo)
0,6638,Marin R.,NAP,D,DC,2,2,2,2,8,8,Villarreal -> Napoli (Fine Prestito)
0,7202,Ndiaye,PAR,D,DC,1,2,1,2,8,8,
0,6219,Boloca,SAS,C,M;C,2,2,2,2,5,5,
0,6246,Lipani,SAS,C,M;C,2,2,2,2,5,5,
0,252,Biraghi,TOR,D,B;DS;E,2,2,2,2,5,6,
0,6021,Abankwah,UDI,D,DD;DC,1,2,1,2,10,12,Watford -> Udinese (Fine Prestito)
0,7418,Chakvetadze,UDI,C,W;T,2,2,2,2,6,6,Watford -> Udinese (Definitivo)
1,7249,Buksa,UDI,A,PC,2,2,2,2,4,4,Udinese -> Maiorca (Prestito con obbligo condizionato)
0,7478,Franjic,VEN,D,B;DS;E,2,2,2,2,7,7,
0,6681,Sagrado,VEN,D,DD;E,2,2,2,2,4,4,
0,526,Duncan,VEN,C,C,2,2,2,2,4,4,
0,7548,Aurelio,CAG,D,DS;E,2,2,2,2,5,5,Spezia -> Cagliari (Definitivo)
0,7561,Lontani,PAR,A,A,1,2,1,2,10,10,
0,6592,Forson O.,MON,C,W;T,1,2,1,2,1,1,
0,7573,Cinquegrano,SAS,D,DD;E,1,2,1,2,4,4,
0,5812,Terracciano F.,MIL,D,B;DD;DS,2,2,3,3,4,7,
1,2297,Rossi F.,ATA,P,POR,1,1,1,1,1,1,Atalanta -> Svincolato (Ritiro)
0,4,Sportiello,ATA,P,POR,1,1,1,1,1,1,
0,7533,Happonen,BOL,P,POR,1,1,1,1,1,1,
0,7172,Pessina Mas.,BOL,P,POR,1,1,1,1,1,1,
0,487,De Silvestri,BOL,D,DD;E,1,1,1,1,4,4,
1,4929,Ciocci,CAG,P,POR,1,1,1,1,1,1,Cagliari -> Spezia (Definitivo)
0,6650,Sherri,CAG,P,POR,1,1,1,1,1,1,
1,7346,Raterink,CAG,D,DD;E,1,1,1,1,1,1,Cagliari -> ADO Den Haag (Prestito con Diritto Riscatto)
0,7165,Liteta,CAG,C,M;C,1,1,1,1,1,1,
1,7338,Albarracin,CAG,A,A,1,1,1,1,1,1,Cagliari -> Albacete (Prestito)
0,7317,Trepy,CAG,A,PC,1,1,1,1,2,2,
0,7301,Tornqvist,COM,P,POR,1,1,1,1,1,1,
0,2809,Vigorito,COM,P,POR,1,1,1,1,1,1,Como -> Svincolato (Svincolato)
0,418,Goldaniga,COM,D,DC,1,1,1,1,1,1,
1,7407,Cuenca A.,COM,D,DS;DC,1,1,1,1,8,8,Como -> Sporting Gijon (Prestito)
0,7357,Lahdo,COM,C,C;T,1,1,1,1,1,1,
0,7027,Azon,COM,A,PC,1,1,1,1,1,1,Ipswich -> Como (Fine Prestito)
0,6403,Christensen O.,FIO,P,POR,1,1,1,1,1,1,
0,158,Lezzerini,FIO,P,POR,1,1,1,1,1,1,
0,7466,Lolic,FRO,P,POR,1,1,1,1,1,1,
0,5424,Amey,FRO,D,DC,1,1,1,1,1,1,Bologna -> Frosinone (Prestito)
1,7468,Gelli J.,FRO,D,DC,1,1,1,1,1,1,Frosinone -> Cesena (Prestito)
1,7470,Oyono J.,FRO,D,DD;E,1,1,1,1,2,2,Frosinone -> Spezia (Prestito con obbligo condizionato)
1,7471,Corrado,FRO,D,DS;E,1,1,1,1,1,1,Frosinone -> Empoli (Prestito)
0,7456,El Azzouzi A.,FRO,C,M;C,1,1,1,1,1,1,Fortuna Dusseldorf -> Frosinone (Definitivo)
0,5725,Kone B.,FRO,C,C,1,1,1,1,3,3,
0,219,Sommariva,GEN,P,POR,1,1,1,1,1,1,
0,6569,Stolz,GEN,P,POR,1,1,1,1,1,1,
1,6245,Vogliacco,GEN,D,DD;DC,1,1,1,1,2,2,Genoa -> Cremonese (Definitivo)
1,6244,Matturro,GEN,D,DS;DC,1,1,1,1,2,2,Genoa -> Shakhtar (Definitivo)
0,1926,Di Gennaro,INT,P,POR,1,1,1,1,1,1,
0,1930,Pinsoglio,JUV,P,POR,1,1,1,1,1,1,
0,294,Rugani,JUV,D,DC,1,1,1,1,3,3,Fiorentina -> Juventus (Fine Prestito)
0,6039,Cabal,JUV,D,B;DS;E,1,1,1,1,4,4,
0,7337,Motta,LAZ,P,POR,1,1,1,1,1,1,
0,7534,Renzetti,LAZ,P,POR,1,1,1,1,1,1,
0,327,Patric,LAZ,D,DD;DC,1,1,1,1,1,1,
0,6191,Belahyane,LAZ,C,M;C,1,1,1,1,3,3,
0,7345,Przyborek,LAZ,C,W;T,1,1,1,1,5,5,
1,2401,Fruchtl,LEC,P,POR,1,1,1,1,1,1,Lecce -> Red Bull Salisburgo (Definitivo)
1,6523,Samooja,LEC,P,POR,1,1,1,1,1,1,Lecce -> HJK Helsinki (Prestito)
1,7164,Perez M.,LEC,D,DD;DC,1,1,1,1,1,1,Lecce -> Deportes La Serena (Prestito)
0,6410,Kaba,LEC,C,M;C,1,1,1,1,2,2,Nantes -> Lecce (Fine Prestito)
0,7319,Fofana Sa.,LEC,C,M;C,1,1,1,1,1,1,
0,2815,Terracciano,MIL,P,POR,1,1,1,1,1,1,
0,6813,Torriani,MIL,P,POR,1,1,1,1,1,1,
1,6682,Pizzignacco,MON,P,POR,1,1,1,1,1,1,Monza -> Carrarese (Prestito)
0,7475,Strajnar,MON,P,POR,1,1,1,1,1,1,
0,5399,Antov,MON,D,DC,1,1,1,1,2,2,
0,2845,Contini,NAP,P,POR,1,1,1,1,1,1,
0,6809,Marianucci,NAP,D,DC,1,1,1,1,3,3,Torino -> Napoli (Fine Prestito)
0,5481,Mazzocchi,NAP,D,DD;DS;E,1,1,1,1,3,3,
0,6662,Corvi,PAR,P,POR,1,1,1,1,10,10,
0,6149,Carboni F.,PAR,D,DS;E,1,1,1,1,3,3,
0,7276,Cremaschi,PAR,C,E;C,1,1,1,1,3,3,
0,7048,De Marzi,ROM,P,POR,1,1,1,1,1,1,
0,610,Gollini,ROM,P,POR,1,1,1,1,1,1,
0,7260,Ziolkowski,ROM,D,DC,1,1,1,1,2,2,
0,6981,Vaz,ROM,A,PC,1,1,1,1,4,3,
0,4518,Russo A.,SAS,P,POR,1,1,1,1,1,1,
0,4867,Turati,SAS,P,POR,1,1,1,1,1,1,
0,6189,Missori,SAS,D,DD;E,1,1,1,1,2,2,Avellino -> Sassuolo (Fine Prestito)
0,7156,Pieragnolo,SAS,D,DS;E,1,1,1,1,1,1,
0,7157,Iannoni,SAS,C,M;C,1,1,1,1,1,1,
1,7158,Moro L.,SAS,A,PC,1,1,1,1,1,1,Sassuolo -> Padova (Definitivo)
0,7457,Mascardi,TOR,P,POR,1,1,1,1,13,13,Spezia -> Torino (Definitivo)
0,5320,Paleari,TOR,P,POR,1,1,1,1,1,1,
0,7363,Siviero,TOR,P,POR,1,1,1,1,1,1,
0,5007,Ilic,LEC,C,C,1,1,1,1,8,8,Torino -> Lecce (Prestito con Diritto Riscatto)
0,6889,Anjorin,TOR,C,C;T,1,1,1,1,4,4,
0,543,Padelli,UDI,P,POR,1,1,1,1,1,1,
0,5707,Piana,UDI,P,POR,1,1,1,1,1,1,
0,7356,Mlacic,UDI,D,DC,1,1,1,1,3,3,
1,7392,Camara A.,UDI,C,M;C,1,1,1,1,3,3,Udinese -> Ajax (Prestito con Diritto Riscatto)
0,6212,Zarraga,UDI,C,M;C,1,1,1,1,4,4,
0,7161,Bayo V.,UDI,A,PC,1,1,1,1,3,3,
0,6671,Grandi,VEN,P,POR,1,1,1,1,1,1,
0,7531,Pozzi,VEN,P,POR,1,1,1,1,1,1,
0,7454,Gomes,VEN,D,DS;DC,1,1,1,1,1,1,Real Saragozza -> Venezia (Definitivo)
1,5485,Bjarkason,VEN,C,E;W,1,1,1,1,3,3,Venezia -> Sudtirol (Definitivo)
0,7481,Dagasso,VEN,C,C,1,1,1,1,1,1,
0,7408,Lisman,VEN,A,W;A,1,1,1,1,1,1,Lech Poznan -> Venezia (Definitivo)
0,7482,Lauberbach,VEN,A,PC,1,1,1,1,1,1,
0,7545,Vismara,ATA,P,POR,1,1,1,1,1,1,
0,2127,Satalino,SAS,P,POR,1,1,1,1,1,1,
0,7557,Penev,LEC,P,POR,1,1,1,1,1,1,
0,7560,Pisseri,FRO,P,POR,1,1,1,1,1,1,
0,3,Radunovic,CAG,P,POR,1,1,1,1,1,1,Spezia -> Cagliari (Fine Prestito)
0,7568,De Martis,PAR,A,PC,1,1,1,1,1,1,Lanus -> Parma (Prestito con Diritto Riscatto)
0,4957,Montipò,VEN,P,POR,1,1,1,1,1,1,Verona -> Venezia (Definitivo)
0,7553,Omar Fayed,FRO,D,DC,1,1,1,1,1,1,Fenerbache -> Frosinone (Definitivo)
0,4468,Bleve,LEC,P,POR,1,1,1,1,1,1,Carrarese -> Lecce (Definitivo)
0,7571,Laerke,LEC,C,W;A,1,1,1,1,1,1,
0,7572,Comotto,MIL,C,M;C,1,1,1,1,1,1,
0,7396,Macchioni,SAS,D,DC,1,1,1,1,1,1,
0,7574,Foe Ondoa,MON,C,C,1,1,1,1,2,2,
0,7575,Mout,MON,C,C,1,1,1,1,12,12,
0,5462,Ciervo,CAG,C,W,1,1,1,1,1,1,
0,7599,Lulli,ROM,D,E,1,1,1,1,3,2,
0,7603,Grabara,JUV,P,POR,1,1,1,1,1,1,Wolfsburg -> Juventus (Prestito con Diritto Riscatto)
0,7604,Maye,MON,D,DS;DC,1,1,1,1,1,1,Inter -> Monza (Prestito con diritto e controriscatto)
0,7611,Mrozek,UDI,P,POR,1,1,1,1,1,1,Lech Poznan -> Udinese (Definitivo)
